"Ширина выработки, м","Высота выработки, м","Глубина выработки, м","Влияние других смежных выработок на расстоянии, м","Ширина взаимовлияющей выработки, м","Охрана целиком, его ширина, м",Коэффициент концентрации напряжений в боках (Кв),"Расстояние от влияющего пласта до горной выработки в кровле, м","Содержание песчаника в породах междупластья, %",Рекомендуемое крепление,"Сопротивление пород кровли на сжатие, МПа, Rc (на 0.5В)","Смещение пород в кровли, мм, Um"
0.3628571428571428,0.6418338108882522,0.31666897581551445,0.696969696969697,0.3161904761904762,0.6178825622775802,0.6233333333333333,0.7035881435257412,0.9461548207272267,,0.13777459407831905,0.5834608667470877
0.42857142857142855,0.46704871060171915,0.7154127988423467,0.9018181818181819,0.2619047619047619,0.7004003558718862,0.69,0.910407844885224,0.2995058912960851,,0.010028653295128975,0.9610197871842423
0.6447619047619046,0.6504297994269339,0.8304084114595361,0.20121212121212118,0.0923809523809524,0.7531138790035588,0.4599999999999999,0.586806329396033,0.5423793234511592,,0.38634192932187206,0.6054446264921409
0.379047619047619,0.6160458452722064,0.11420280484613374,0.11515151515151512,0.7942857142857143,0.049154804270462635,0.4199999999999999,0.27791397370180526,0.570252122133536,,0.089541547277937,0.1012225203003187
0.9219047619047618,0.5071633237822348,0.10010929971212615,0.7260606060606061,0.4038095238095238,0.1161032028469751,0.6199999999999999,0.3434365946066414,0.3435955910300266,,0.9500955109837632,0.06341261410489549
0.26857142857142857,0.9627507163323783,0.8703258978740438,0.6872727272727273,0.8352380952380951,0.7333185053380783,0.23666666666666664,0.466012926231335,0.4109970860255924,,0.5637535816618912,0.28391638609315645
0.32190476190476186,0.3180515759312321,0.8082020967071539,0.8327272727272725,0.03428571428571428,0.11654804270462633,0.6599999999999999,0.056162246489859624,0.5189408336500696,,0.2858166189111748,0.41535082191534184
0.5314285714285714,0.17478510028653294,0.6932911528810481,0.15636363636363637,0.9199999999999999,0.4270462633451958,0.73,0.9433920213951417,0.6301786393006461,,0.5995702005730659,0.7343584019012982
0.4076190476190476,0.4498567335243555,0.16763650918271525,0.76,0.4885714285714285,0.089635231316726,0.5999999999999999,0.9478493425451306,0.7819586975801343,,0.805635148042025,0.0036549575988909094
0.23142857142857143,0.5959885386819486,0.27740574824119835,0.6993939393939392,0.7657142857142856,0.9635231316725981,0.49333333333333335,0.3759750390015601,0.1942227290003801,,0.7008118433619868,0.5956860697502746
0.1961904761904762,0.0401146131805159,0.7232331162733417,0.7309090909090907,0.17809523809523808,0.6301156583629893,0.9066666666666667,0.7470470247381324,0.5449132142404662,,0.6372970391595033,0.305828126969266
0.042857142857142844,0.9828080229226359,0.03998676087993966,0.10666666666666658,0.818095238095238,0.13812277580071175,0.4133333333333334,0.4167595275239581,0.3712150006334727,,0.6062559694364852,0.221782106912011
0.778095238095238,0.4498567335243555,0.9107052140580982,0.5284848484848484,0.12380952380952376,0.8627669039145908,0.7833333333333334,0.9144194339202141,0.2834156847839858,,0.23471824259789875,0.7893988224914928
0.015238095238095217,0.22063037249283668,0.2164827044751305,0.416969696969697,0.7866666666666666,0.4624110320284698,0.06666666666666665,0.8168041007354581,0.3091346762954517,,0.859121298949379,0.6190201832880216
0.8257142857142856,0.8338108882521491,0.8067858187472098,0.989090909090909,0.9666666666666668,0.32606761565836306,0.08000000000000002,0.45130376643637177,0.41581147852527556,,0.7385386819484241,0.2637511027889307
0.1523809523809524,0.6389684813753582,0.1955387244261765,0.33939393939393936,0.8857142857142859,0.15658362989323849,0.8566666666666667,0.4201025183864498,0.9773216774357026,,0.30085959885386826,0.5955600367296231
0.7580952380952382,0.20057306590257884,0.6123785772564233,0.5866666666666667,0.5495238095238095,0.3429715302491103,0.7066666666666668,0.934031646980165,0.303813505637907,,0.011461318051575964,0.4471291478367332
0.6123809523809522,0.07449856733524352,0.6257023661078528,0.7612121212121212,0.3914285714285714,0.4819839857651246,0.32,0.8627145085803434,0.40554922082858236,,0.9044890162368673,0.16035001170306623
0.34476190476190477,0.3065902578796562,0.06906664203574561,0.28848484848484846,0.8723809523809525,0.38056049822064064,0.97,0.3964787162915088,0.3339668060306601,,0.020296084049665708,0.4968941862768046
0.1333333333333333,0.7793696275071633,0.46894194799796796,0.17575757575757578,0.9933333333333334,0.5191281138790036,0.4799999999999999,0.573657232003566,0.5787406562777144,,0.8116045845272206,0.46407158675573
0.637142857142857,0.7650429799426934,0.48103419079727217,0.2545454545454545,0.45714285714285713,0.9968861209964415,0.4266666666666666,0.6681524403833297,0.838844545800076,,0.4109360076408788,0.2249149277110603
0.5609523809523809,0.46704871060171915,0.7023815021782972,0.4678787878787879,0.3238095238095238,0.17548932384341637,0.5999999999999999,0.0441274793848897,0.019384264538198408,,0.4259789875835721,0.3720314722457284
0.219047619047619,0.5329512893982808,0.13050539571114092,0.183030303030303,0.1952380952380952,0.22931494661921709,0.51,0.25963895698685097,0.3530976814899278,,0.9591690544412608,0.8719144415836949
0.7514285714285713,0.23782234957020065,0.030857925768561695,0.0884848484848485,0.0219047619047619,0.029581850533807838,0.21333333333333332,0.16848673946957876,0.34232864563537313,,0.07067812798471829,0.9218775319133613
0.5380952380952382,0.5816618911174787,0.313466956079989,0.8242424242424242,0.8057142857142858,0.5095640569395018,0.8833333333333333,0.9516380655226211,0.7646015456733815,,0.1936485195797517,0.6528330422570714
0.7114285714285715,0.35530085959885405,0.3028679628688865,0.32727272727272727,0.4561904761904762,0.27869217081850534,0.16666666666666669,0.3741921105415646,0.605853287723299,,0.4405444126074498,0.6669307358527935
0.3971428571428571,0.48137535816618904,0.06002247571545127,0.6012121212121213,0.819047619047619,0.5015569395017794,0.6199999999999999,0.41809672386895486,0.050171037628278216,,0.3550620821394461,0.8999837957544877
0.6914285714285713,0.813753581661891,0.6696685601687219,0.37575757575757573,0.9199999999999999,0.8965747330960856,0.6633333333333333,0.7662135056830846,0.5675915368047637,,0.1934097421203439,0.24410795628454657
0.6057142857142856,0.667621776504298,0.7033128588802169,0.503030303030303,0.4552380952380953,0.2818060498220641,0.5633333333333332,0.4845108090037888,0.41593817306474096,,0.37201528175740206,0.680272231324607
0.26380952380952377,0.2063037249283669,0.687880047414523,0.19272727272727264,0.17428571428571427,0.11032028469750892,0.22333333333333333,0.6160017829284601,0.18814139110604333,,0.8975644699140402,0.7826470535280243
0.9219047619047618,0.7936962750716332,0.3614664634615681,0.633939393939394,0.3266666666666666,0.1616992882562278,0.13666666666666666,0.8796523289503009,0.4726973267452173,,0.17382999044890168,0.7137069912317027
0.28,0.27507163323782235,0.8804476669899475,0.5393939393939393,0.5571428571428572,0.06828291814946617,0.35333333333333333,0.911299309115222,0.8531610287596604,,0.5284145176695321,0.30735852793431884
0.8733333333333333,0.2292263610315186,0.5883403377515048,0.7248484848484849,0.4428571428571429,0.6523576512455517,0.26666666666666666,0.33407622019166483,0.9901178259217028,,0.05611270296084053,0.7498964728758936
0.3942857142857142,0.5902578796561604,0.2510429655628936,0.3672727272727273,0.07714285714285715,0.7595640569395018,0.36999999999999994,0.06106529975484734,0.6652730267325478,,0.16308500477554916,0.23332313066023302
0.8276190476190475,0.510028653295129,0.8296848781539125,0.012121212121212088,0.009523809523809545,0.4621886120996441,0.8266666666666667,0.8575885892578561,0.43076143418218676,,0.6439828080229226,0.5683909184206263
0.219047619047619,0.19770773638968486,0.13698640681044968,0.9309090909090909,0.5095238095238095,0.4383896797153025,0.9066666666666667,0.5197236460887007,0.16394273406816168,,0.6205826170009552,0.38794764228227796
0.20380952380952383,0.3065902578796562,0.6486783971428133,0.5612121212121213,0.3161904761904762,0.6946174377224199,0.12999999999999995,0.9211054156451974,0.7776510832383124,,0.17908309455587396,0.25125582902720517
0.6780952380952381,0.31518624641833815,0.5303422158592342,0.32606060606060605,0.18476190476190474,0.1568060498220641,0.77,0.4125250724314687,0.6272646648929431,,0.8904011461318051,0.066725482076304
0.1085714285714286,0.2979942693409743,0.42111947536138183,0.22303030303030302,0.5961904761904762,0.8983540925266904,0.5433333333333332,0.5714285714285714,0.35727860129228434,,0.5303247373447947,0.3255793017770656
0.9457142857142857,0.32664756446991405,0.6003017287827708,0.7757575757575759,0.8714285714285714,0.748887900355872,0.6766666666666665,0.09293514597726768,0.834156847839858,,0.3244985673352435,0.40753677463495436
0.7266666666666668,0.17191977077363907,0.0600763558552318,0.09333333333333327,0.1819047619047619,0.8741103202846975,0.4433333333333333,0.559616670381101,0.029773216774357028,,0.8249761222540593,0.5859635224428801
0.4552380952380953,0.6790830945558739,0.5810665188811405,0.7793939393939393,0.7952380952380951,0.011565836298932375,0.016666666666666663,0.22286605749944288,0.17559863169897377,,0.9240687679083095,0.42572153904322935
0.716190476190476,0.4011461318051577,0.8349266460382705,0.823030303030303,0.7219047619047618,0.3238434163701068,0.8866666666666667,0.4613327390238467,0.7089826428480932,,0.4548710601719197,0.5881600979456618
0.5904761904761904,0.4011461318051577,0.25036561523422474,0.11878787878787878,0.06952380952380952,0.8852313167259787,0.38333333333333325,0.6534432805883665,0.09134676295451669,,0.7805635148042025,0.14819682756882305
0.9676190476190476,0.5558739255014329,0.9338351883495746,0.8169696969696969,0.6714285714285715,0.5756227758007118,0.05666666666666664,0.5625139291285939,0.5217281135183073,,0.24259789875835724,0.5822185412578096
0.45714285714285713,0.7363896848137537,0.3234039932880741,0.9563636363636365,0.32190476190476186,0.22019572953736655,0.48333333333333334,0.4963227100512592,0.9948055238819208,,0.3357211079274116,0.2973839145856214
0.06190476190476188,0.022922636103151928,0.3015671423513294,0.5636363636363637,0.5038095238095237,0.38767793594306055,0.8600000000000001,0.3358591486516604,0.17420499176485496,,0.10052531041069729,0.7932878414144506
0.06952380952380952,0.12034383954154726,0.3471882264197417,0.48,0.9857142857142858,0.11921708185053383,0.15999999999999998,0.0378872297749053,0.6997339414671228,,0.7903533906399236,0.5351182009686538
0.8961904761904762,0.7822349570200575,0.7549685186040426,0.5369696969696969,0.43523809523809526,0.4495106761565837,0.2,0.6088700690884778,0.3163562650449766,,0.874880611270296,0.2746799661511316
0.7304761904761905,0.2177650429799427,0.7763974199110208,0.5490909090909091,0.9104761904761904,0.05560498220640571,0.9033333333333333,0.6677067082683308,0.891802863296592,,0.9653772683858644,0.849444554473272
0.3047619047619048,0.7048710601719197,0.09471358857125267,0.9018181818181819,0.5580952380952382,0.04759786476868329,0.5233333333333332,0.7022509471807443,0.7031546940326872,,0.2824737344794651,0.1161484308888929
0.5466666666666666,0.3610315186246418,0.8936944842131191,0.18060606060606066,0.6400000000000001,0.8785587188612101,0.26999999999999996,0.6119901938934702,0.4125174204991765,,0.6554441260744986,0.6475036459552403
0.6990476190476189,0.9197707736389684,0.6100309425945597,0.34545454545454535,0.3914285714285714,0.10342526690391458,0.6199999999999999,0.023623802094940943,0.42100595464335494,,0.9696752626552054,0.5883941592697287
0.7742857142857142,0.36389684813753576,0.9031927831401345,0.16848484848484846,0.5285714285714285,0.1801601423487545,0.37666666666666665,0.754847336750613,0.8639300646142152,,0.14828080229226365,0.6509065375128283
0.5704761904761904,0.0773638968481376,0.9229052171369634,0.4690909090909091,0.3114285714285714,0.5629448398576513,0.40333333333333327,0.006908847782482741,0.5471937159508425,,0.6072110792741165,0.5049062854467871
0.8704761904761906,0.27507163323782235,0.690042950168568,0.5418181818181819,0.9628571428571429,0.8945729537366549,0.4133333333333334,0.19233340762201917,0.8273153427087293,,0.1934097421203439,0.044507661007183875
0.3723809523809524,0.9197707736389684,0.25888637448236584,0.1648484848484849,0.12571428571428567,0.23554270462633453,0.79,0.2594160909293515,0.5867224122640314,,0.7669531996179559,0.8933040456599629
0.05714285714285716,0.9971346704871062,0.5030326821533584,0.736969696969697,0.8999999999999999,0.44261565836298933,0.5900000000000001,0.2328950300869178,0.13366273913594326,,0.9180993314231138,0.6638879386399237
0.9266666666666667,0.17191977077363907,0.5570821595160024,0.0024242424242423843,0.5457142857142858,0.0020017793594306055,0.8633333333333333,0.3648317361265879,0.7064487520587863,,0.22994269340974216,0.9263607065051044
0.33142857142857146,0.23782234957020065,0.7296294585815668,0.05575757575757567,0.9276190476190476,0.1508007117437723,0.6766666666666665,0.022509471807443754,0.1977701761054099,,0.11318051575931232,0.5824165931474047
0.09523809523809523,0.0,0.957234563339953,0.604848484848485,0.1514285714285714,0.7359875444839857,0.7466666666666668,0.6895475819032761,0.7917141771189662,,0.16523400191021975,0.8525953799895574
0.6219047619047617,0.7249283667621778,0.6963469265228837,0.5127272727272728,0.9933333333333334,0.8976868327402137,0.08666666666666667,0.984845108090038,0.9963258583555049,,0.5441738299904489,0.2323328712122576
0.1752380952380952,0.23495702005730656,0.6623870441355317,0.08121212121212118,0.5495238095238095,0.719306049822064,0.8266666666666667,0.13238243815466907,0.1591283415684784,,0.025549188156638036,0.9963990565528169
0.6552380952380952,0.5071633237822348,0.12497113563940329,0.016969696969696968,0.12666666666666665,0.7032918149466192,0.030000000000000027,0.08981502117227547,0.8401114911947294,,0.6315663801337155,0.8913415314812481
0.598095238095238,0.3982808022922637,0.6661432595945135,0.5915151515151515,0.15047619047619049,0.28336298932384346,0.3433333333333332,0.29507466012926237,0.12327378689978463,,0.3533906399235912,0.7193604724437803
0.35523809523809524,0.5759312320916905,0.2144198648378208,0.8484848484848484,0.39619047619047615,0.9797597864768683,0.9933333333333334,0.5417873857811455,0.0263524642087926,,0.46370582617000966,0.563097531553267
0.49047619047619045,0.8595988538681949,0.11258640065271944,0.22060606060606058,0.6095238095238096,0.43438612099644125,0.4199999999999999,0.1753955872520615,0.9664259470416826,,0.7294651384909263,0.9907095659062675
0.30000000000000004,0.27507163323782235,0.7701858095106144,0.4824242424242424,1.0,0.4294928825622776,0.16666666666666669,0.7530644082906175,0.26618522741669837,,0.7984718242597899,0.6070650510433734
0.7619047619047619,0.2722063037249285,0.2243799935343833,0.14303030303030295,0.013333333333333336,0.3029359430604982,0.3133333333333333,0.9206596835301983,0.5053845179272773,,0.4142788920725884,0.30354152788030464
0.8342857142857143,0.23495702005730656,0.2747887128804323,0.4363636363636363,0.8752380952380951,0.21574733096085413,0.8733333333333333,0.6592377980833519,0.4583808437856328,,0.7254059216809934,0.5712896778956087
0.5523809523809524,0.7535816618911175,0.21675210517403284,0.9866666666666668,0.2228571428571428,0.6530249110320285,0.24333333333333335,0.015154891909962137,0.039148612694792854,,0.19866284622731611,0.49849660611080104
0.42190476190476184,0.3581661891117478,0.39893625209747696,0.9042424242424243,0.299047619047619,0.3665480427046264,0.7966666666666666,0.482059282371295,0.4611681236538705,,0.586676217765043,0.8162078464557714
0.8514285714285714,0.4498567335243555,0.40923505595837384,0.48606060606060597,0.053333333333333344,0.5954181494661922,0.49000000000000005,0.48361934477379104,0.08045103256049665,,0.8765520534861508,0.3827622837183342
0.6980952380952381,0.45272206303724927,0.40293107960405794,0.27515151515151504,0.9628571428571429,0.23242882562277584,0.12000000000000005,0.9821707154000447,0.08944634486253644,,0.29083094555873923,0.5202463045317873
0.8961904761904762,0.6561604584527221,0.788420388244893,0.5430303030303031,0.3228571428571428,0.21129893238434166,0.94,0.4410519277913974,0.19105536551374638,,0.1153295128939828,0.8802326209466881
0.8266666666666667,0.045845272206303855,0.03765452054372759,0.8363636363636364,0.049523809523809526,0.6866103202846975,0.35333333333333333,0.38800980610652996,0.18548080577727102,,0.5210124164278892,0.4642696386453251
0.5152380952380953,0.23782234957020065,0.7391354546714083,0.2533333333333333,0.40571428571428564,0.8836743772241993,0.78,0.46757298863383107,0.1340428227543393,,0.021489971346704884,0.8159737851317045
0.7628571428571429,0.14899713467048714,0.7910066349543559,0.3345454545454545,0.5914285714285714,0.4359430604982206,0.43,0.4664586583463339,0.8729253769162548,,0.005969436485195823,0.11569831295799501
0.005714285714285727,0.22063037249283668,0.6434443264212811,0.7890909090909091,0.2276190476190476,0.5040035587188613,0.38333333333333325,0.24024960998439943,0.8021031293551247,,0.17454632282712512,0.1991501773464648
0.15523809523809523,0.7965616045845274,0.5074893394294864,0.8775757575757577,0.7628571428571429,0.3874555160142349,0.023333333333333373,0.1618007577445955,0.7920942607373622,,0.8724928366762177,0.6875821465223889
0.20476190476190476,0.3438395415472779,0.503787004110285,0.03999999999999998,0.7342857142857144,0.12544483985765126,0.013333333333333364,0.05326498774236685,0.5683517040415558,,0.8233046800382042,0.3991645811202535
0.5314285714285714,0.5787965616045845,0.3116042426761496,0.16121212121212125,0.499047619047619,0.620996441281139,0.47333333333333333,0.2005794517494986,0.6234638287089826,,0.07879656160458459,0.6131686501863488
0.5123809523809524,0.5959885386819486,0.5039024615526717,0.6618181818181819,0.4304761904761904,0.3262900355871886,0.3233333333333333,0.655226209048362,0.5143798302293171,,0.04512893982808025,0.4271079022703949
0.06190476190476188,0.10601719197707749,0.17488723656460228,0.7042424242424243,0.35047619047619044,0.02446619217081851,0.9066666666666667,0.08513483396478719,0.041175725326238435,,0.6786055396370583,0.8057651104589403
0.8057142857142858,0.5730659025787965,0.5453208947182069,0.6399999999999999,0.5285714285714285,0.053825622775800705,0.03666666666666668,0.7537330064631158,0.35689851767388825,,0.6298949379178607,0.19668353108514433
0.7885714285714285,0.057306590257879764,0.40133776689912104,0.2715151515151515,0.38666666666666666,0.9375,0.21999999999999992,0.7405839090706485,0.11871278347903208,,0.9854345749761224,0.4494337516429305
0.4761904761904762,0.46704871060171915,0.03613817946704845,0.11393939393939401,0.72,0.4145907473309609,0.10000000000000003,0.7477156229106308,0.014316482959584445,,0.03295128939828085,0.31445238652526963
0.3971428571428571,0.2550143266475645,0.784879693345033,0.9503030303030302,0.819047619047619,0.8912366548042705,0.6366666666666667,0.0020057945174950104,0.9665526415811478,,0.5687679083094556,0.1695504222106192
0.7352380952380952,0.8366762177650429,0.884788866823689,0.38787878787878793,0.7304761904761905,0.26089857651245557,0.6566666666666667,0.22643191441943394,0.943747624477385,,0.25716332378223494,0.8231216578743632
0.8666666666666667,0.6303724928366763,0.39151618713342273,0.7842424242424244,0.8961904761904762,0.583185053380783,0.6100000000000001,0.0006685981724983414,0.2789813759026986,,0.06542502387774596,0.2764624331574873
0.881904761904762,0.3724928366762177,0.6500792807771056,0.6727272727272728,0.1771428571428571,0.8022686832740215,0.71,0.6882103855582795,0.5682250095020904,,0.6891117478510028,0.9550602257791543
0.8714285714285714,0.6418338108882522,0.6204144152465402,0.5078787878787879,0.37999999999999995,0.3787811387900356,0.2733333333333334,0.0031201248049922137,0.16368934498923096,,0.7578796561604586,0.7578005437424605
0.4980952380952381,0.3094555873925502,0.3162302375344448,0.4193939393939393,0.7495238095238095,0.8238434163701068,0.2866666666666667,0.6429685758858925,0.4858735588496136,,0.39422158548233055,0.7986892565852254
0.9066666666666667,0.5472779369627507,0.5874320725380625,0.10666666666666658,0.822857142857143,0.23465302491103207,0.040000000000000036,0.6897704479607756,0.24109970860255925,,0.3801337153772685,0.38674132622747165
0.7819047619047619,0.27793696275071644,0.9755153250511863,0.5987878787878786,0.7542857142857142,0.07384341637010676,0.7133333333333334,0.4793848896813016,0.7246927657417965,,0.44746895893027694,0.02054338236617994
0.18571428571428572,0.5214899713467049,0.2865268861897504,0.5915151515151515,0.7371428571428571,0.9804270462633453,0.20666666666666672,0.4682415868063295,0.0025338907893069796,,0.7024832855778416,0.9304657820348932
0.9038095238095238,0.13467048710601726,0.6384950507243031,0.7769696969696971,0.7171428571428571,0.1552491103202847,0.6033333333333333,0.8629373746378428,0.20043076143418218,,0.7726838586437441,0.8628220593795576
0.5828571428571427,0.19484240687679089,0.4505765174956511,0.96,0.74,0.16859430604982206,0.8899999999999999,0.6451972364608871,0.4505257823387812,,0.5152817574021012,0.9809510091644011
0.18476190476190474,0.5959885386819486,0.34472513431549134,0.604848484848485,0.033333333333333354,0.1412366548042705,0.4166666666666667,0.36995765544907516,0.8108450525782339,,0.8985195797516716,0.791721431014926
0.3847619047619047,0.33810888252148996,0.2053526070290491,0.8399999999999999,0.9247619047619049,0.10987544483985766,0.9199999999999999,0.36839759304657904,0.9300646142151273,,0.962989493791786,0.8160458040006482
0.32190476190476186,0.9054441260744985,0.6129250758170539,0.3539393939393939,0.05238095238095236,0.2277580071174377,0.32,0.34410519277913976,0.6933992144938553,,0.5728271251193888,0.8673052339713004
0.7219047619047618,0.7020057306590259,0.6469465355070122,0.21818181818181814,0.6209523809523809,0.7522241992882563,0.17333333333333328,0.28370849119679076,0.9822627644748512,,0.2841451766953199,0.7595830107488162
0.2676190476190476,0.7020057306590259,0.7692005726689143,0.4678787878787879,0.5961904761904762,0.6766014234875446,0.4000000000000001,0.7969690216180076,0.12416064867604207,,0.1289398280802292,0.26124844709313844
0.20666666666666667,0.664756446991404,0.406217768130667,0.406060606060606,0.18476190476190474,0.13567615658362991,0.08666666666666667,0.7706708268330733,0.9479285442797415,,0.45558739255014324,0.862065861255649
0.1085714285714286,0.06017191977077363,0.002393817638818324,0.14060606060606062,0.20285714285714285,0.7195284697508898,0.2099999999999999,0.7871629150880322,0.7919675661978969,,0.7208691499522444,0.10138456275544194
0.9952380952380953,0.06876790830945567,0.7751042965562895,0.229090909090909,0.7019047619047618,0.5384786476868327,0.15999999999999998,0.8827724537552932,0.11579880907132903,,0.30062082139446034,0.3378045047802525
0.33809523809523806,0.06876790830945567,0.23492510660570518,0.15757575757575748,0.1542857142857143,0.6830516014234876,0.07666666666666666,0.897704479607756,0.3453693145825415,,0.630611270296084,0.5980446877081796
0.03619047619047619,0.7249283667621778,0.20294339506457923,0.9066666666666667,0.1314285714285714,0.40680604982206414,0.39666666666666667,0.9019389347002453,0.11073102749271507,,0.005969436485195823,0.9482364379467421
0.17238095238095236,0.6246418338108881,0.2326698378977509,0.19272727272727264,0.8904761904761904,0.2108540925266904,0.7933333333333332,0.17873857811455318,0.30634739642721404,,0.5783190066857689,0.801552006625736
0.2895238095238095,0.10888252148997135,0.31587616804445884,0.2593939393939393,0.179047619047619,0.4790925266903915,0.8833333333333333,0.947626476487631,0.1494995565691119,,0.2242120343839542,0.048018580868187465
0.7476190476190476,0.1805157593123209,0.699587432072538,0.16727272727272724,0.3942857142857142,0.6123220640569396,0.6466666666666667,0.2794740361043014,0.10426960597998228,,0.13443170964660933,0.3550530238922598
